Genes	MR.Ctrl.3dpi	MR.Ctrl.8dpi	MR.Ptr.3dpi	MR.Ptr.8dpi	Sus.Crtl.3dpi	Sus.Crtl.8dpi	Sus.Ptr.3dpi	Sus.Ptr.8dpi
TraesCS6B02G168800	1.4248978005793467	0.7717834787793546	-0.2369754331552674	-1.0464873741252203	1.407355738902758	-0.22759946273053083	-1.0464873741252203	-1.0464873741252203
TraesCS6B02G171200	0.1729069895180922	-0.8739602570933068	0.31352545378835633	-1.3144167313541384	2.148957501911915	-0.7713655492912427	-0.07728312657186284	0.40163571909218737
TraesCS6B02G172700	0.32485124616030586	0.5085349093090656	-0.8975368404037916	-0.27291380228811285	1.040826381915603	1.1192259181112412	-2.0858407662865646	0.26285295348225296
TraesCS6B02G175100	-0.3843653972736655	-1.5441060598307295	0.6312678880528209	0.19989550225427766	1.28424468588073	-1.2852590228270084	1.2992315781735235	-0.2009091744299503
TraesCS6B02G182600	1.1829123334167448	-1.3657066431740967	0.22089960144532264	-0.9659619423137804	1.4731827167823228	0.7794345847647095	-0.8841952125345944	-0.4405654383866283
TraesCS6B02G193200	-0.8620848377202917	-0.8787651850440709	-0.5449749764050794	0.5145668513608048	-1.2729608644989838	0.3762387876859944	1.882515629177938	0.7854645954436875
TraesCS6B02G193500	0.3218316427961247	1.483586106254553	-1.1808533385997988	0.7427796765188109	-0.3867573391433576	0.47368794066320863	-1.8036691516221106	0.3493944631325685
TraesCS6B02G197000	-0.8560684106185877	-1.0415818088324582	0.030889252767919654	-0.11159680831755808	0.061310256214502284	-0.8561933993931845	2.277290863468692	0.4959500547106715
TraesCS6B02G199500	0.6446167906913737	-0.4224423105500998	-0.08298924395969151	0.5697894790007867	-2.0490755549149964	-0.4223451235353974	1.6376192080189178	0.12482675524910725
TraesCS6B02G199700	0.19751136462504235	-1.5010350299718085	0.5145930071562115	0.38052974520546234	-0.10087335238814585	-0.8209908299196028	2.0306489814050814	-0.7003838861122401
TraesCS6B02G203300	-0.4502624648525052	-0.557608559599748	0.11854813256848189	1.8439453437281987	-0.6824503350589699	-0.8058636499574269	-0.9194468423809445	1.4531383755529148
TraesCS6B02G204400	-1.0270971479174738	-1.3467435413298092	0.4444134832248149	0.24440499070843277	-0.6343637342149557	-0.3684596865670372	1.945453851918494	0.7423917841775369
TraesCS6B02G204500	-0.4923217817826747	1.1992508207454333	-2.1001650786321866	0.8088041555720985	-0.3974307699300434	0.09577977961172096	-0.14639167999500777	1.0324745544106568
TraesCS6B02G205900	-0.5613059642876315	0.46278487191932316	-0.27041805929707247	0.9205655500214841	-1.724551809661155	-1.0453388660640994	1.2164597373291308	1.0018045400400204
TraesCS6B02G217300	1.3031345925109246	0.43682022637268886	-0.1351296775589226	-1.0115878991698897	1.5180459951068133	0.0847908980532722	-1.514230696018657	-0.681843439296228
TraesCS6B02G219200	0.9922058816488545	0.48297829488303856	-0.22038849198229765	-0.3476781996913562	1.2129098328467265	0.13374871392576973	-2.2635533262046597	0.009777294573928438
TraesCS6B02G225800	-0.053610312374887295	-1.274780649561844	0.962726556633642	0.5485941405518372	-1.4666884588064084	-0.6357916897232166	1.5707249891650985	0.3488254241157782
TraesCS6B02G232400	0.9839985630260216	1.175739179519249	0.8175148346956452	0.9920536609473187	-1.0618698526754473	-1.0618698526754473	-1.0618698526754473	-0.7836966801618928
TraesCS6B02G237900	-0.05536302754800385	-1.0512237272861622	1.2216992907591173	-0.3829752574807295	-1.841995618040763	0.7883007182529209	1.0879914351004416	0.23356618624318062
TraesCS6B02G242900	0.23750819843108484	-0.2662814743277074	0.4067472053294349	0.6145321109481926	1.6424441788015682	0.3626058922928855	-1.5612832289297267	-1.436272882545732
TraesCS6B02G246800	-0.8039350204899285	-0.7202761468857964	1.041952404600577	-0.00115302215015043	-0.05317211735988094	-0.9329589501565113	2.1124881673946803	-0.6429453149529906
TraesCS6B02G256300	0.24700473713925197	1.5929900764965774	-1.8474278859199347	-0.14904401193625227	0.6426658972334411	0.6802171440960094	-1.0360832706112661	-0.13032268649782502
TraesCS6B02G263800	0.43434591196030276	-1.206475920632119	0.8681596860698518	-0.09027830709172167	0.7892033153759788	-1.4532192446626386	1.4786025721874063	-0.8203380132070581
TraesCS6B02G265000	-0.2756852090110814	-0.09727524602599862	1.4251500867575806	1.4307609431643613	-1.796492171647392	-0.7530574972155928	-0.10760486956886095	0.17420396354698428
TraesCS6B02G266500	-1.3669713200065796	-0.6320538777150839	0.5285456750473378	0.784416716012564	-1.2651487827521724	-0.40935525962771735	1.5563925147408169	0.8041743343008336
